,lemma,original_form,tag
31839,*,retyped,ZA----PA----
31852,*,reunited,ZA----PA----
31864,*,re-using,ZA----PP----
31881,*,revamping,ZN-S3-PP----
31885,*,revealing,ZN-S3-PP----
31893,*,revelling,ZN-S3-PP----
31903,*,reverberated,ZA----PA----
31909,*,revered,ZA----PA----
31924,*,reverting,ZN-S3-PP----
31933,*,reviled,ZA----PA----
31944,*,revisiting,ZN-S3-PP----
31950,*,revitalised,ZA----PA----
31964,*,revoked,ZA----PA----
31974,*,revolutionised,ZA----PA----
32021,*,rhapsodized,ZA----PA----
32062,*,ridding,ZN-S3-PP----
32070,*,riding,ZA----PP----
32080,*,ridiculing,ZA----PP----
32093,*,rifling,ZA----PP----
32123,*,riled,ZA----PA----
32148,*,rinsed,ZA----PA----
32157,*,ripping,ZN-S3-PP----
32167,*,ripening,ZN-S3-PP----
32229,*,roaming,ZN-S3-PP----
32236,*,roasting,ZN-S3-PP----
32243,*,robbing,ZN-S3-PP----
32275,*,roiling,ZN-S3-PP----
32304,*,romanticised,ZA----PA----
32369,*,rotated,ZA----PA----
32398,*,roughening,ZN-S3-PP----
32424,*,routing,ZA----PP----
32429,*,roved,ZA----PA----
32448,*,rubbing,ZN-S3-PP----
32452,*,rubberised,ZA----PA----
32463,*,rubbishing,ZA----PP----
32487,*,rued,ZA----PA----
32494,*,ruffled,ZA----PA----
32518,*,ruminated,ZA----PA----
32535,*,rumpled,ZA----PA----
32568,*,rupturing,ZA----PP----
32581,*,rusting,ZN-S3-PP----
32633,*,saddening,ZN-S3-PP----
32659,*,sagging,ZN-S3-PP----
32689,*,salivated,ZA----PA----
32715,*,saluted,ZA----PA----
32758,*,sandblasting,ZN-S3-PP----
32781,*,sanitised,ZA----PA----
32786,*,sanitized,ZA----PA----
32814,*,sated,ZA----PA----
32820,*,satiated,ZA----PA----
32833,*,satirized,ZA----PA----
32839,*,satisfied,ZA----PA----
32845,*,saturated,ZA----PA----
32859,*,sauntering,ZN-S3-PP----
32869,*,savaging,ZA----PP----
32876,*,saved,ZA----PA----
32886,*,savouring,ZN-S3-PP----
32902,*,saying,ZN-S3-PP----
32940,*,scampering,ZN-S3-PP----
32949,*,scandalized,ZA----PA----
32984,*,scattering,ZN-S3-PP----
33066,*,scoffing,ZN-S3-PP----
33071,*,scolding,ZN-S3-PP----
33080,*,scooting,ZN-S3-PP----
33096,*,scoring,ZA----PP----
33114,*,scouring,ZN-S3-PP----
33139,*,scramming,ZN-S3-PP----
33144,*,scrambling,ZA----PP----
33170,*,scrawling,ZN-S3-PP----
33184,*,screeched,ZA----PA----
33215,*,scrimping,ZN-S3-PP----
33230,*,scrounged,ZA----PA----
33263,*,scudding,ZN-S3-PP----
33278,*,sculpting,ZN-S3-PP----
33324,*,seaming,ZN-S3-PP----
33338,*,searing,ZN-S3-PP----
33370,*,secluded,ZA----PA----
33380,*,second-guessed,ZA----PA----
33392,*,secreted,ZA----PA----
33404,*,secularized,ZA----PA----
33416,*,sedated,ZA----PA----
33425,*,seduced,ZA----PA----
33435,*,seen,ZN-S3DPA----
33445,*,seeking,ZN-S3-PP----
33451,*,seeming,ZN-S3-PP----
33458,*,seeping,ZN-S3-PP----
33472,*,segregated,ZA----PA----
33488,*,selecting,ZN-S3-PP----
33519,*,self-destructing,ZN-S3-PP----
33577,*,selling,ZA----PP----
33622,*,sensationalised,ZA----PA----
33674,*,sequestering,ZN-S3-PP----
33697,*,serialized,ZA----PA----
33705,*,sermonized,ZA----PA----
33719,*,served,ZA----PA----
33743,*,settled,ZA----PA----
33766,*,severing,ZN-S3-PP----
33794,*,shackling,ZA----PP----
33817,*,shaking,ZA----PP----
33842,*,shambled,ZA----PA----
33857,*,shaping,ZA----PP----
33866,*,sharing,ZA----PP----
33879,*,sharpening,ZN-S3-PP----
33885,*,shattering,ZN-S3-PP----
33902,*,sheathed,ZA----PA----
33924,*,sheering,ZN-S3-PP----
33941,*,shelving,ZA----PP----
33963,*,shilly-shallied,ZA----PA----
33976,*,shimmering,ZN-S3-PP----
34014,*,shirking,ZN-S3-PP----
34052,*,shooing,ZN-S3-PP----
34084,*,shortchanged,ZA----PA----
34099,*,shortening,ZN-S3-PP----
34105,*,shortlisting,ZN-S3-PP----
34142,*,showcasing,ZA----PP----
34172,*,shrieking,ZN-S3-PP----
34182,*,shrilling,ZN-S3-PP----
34189,*,shrinking,ZN-S3-PP----
34198,*,shrivelling,ZN-S3-PP----
34202,*,shrouding,ZN-S3-PP----
34220,*,shunning,ZN-S3-PP----
34228,*,shunting,ZN-S3-PP----
34233,*,shushing,ZN-S3-PP----
34246,*,shuttling,ZA----PP----
34272,*,sickening,ZN-S3-PP----
34293,*,sidelining,ZA----PP----
34298,*,sidestepping,ZN-S3-PP----
34307,*,sidetracking,ZN-S3-PP----
34326,*,sifting,ZN-S3-PP----
34363,*,signified,ZA----PA----
34377,*,silencing,ZA----PP----
34400,*,simmering,ZN-S3-PP----
34415,*,simplified,ZA----PA----
34437,*,singing,ZN-S3-PP----
34443,*,singeing,ZN-S3-PP----
34452,*,singling,ZA----PP----
34494,*,sat,ZA----PA----
34510,*,situated,ZA----PA----
34554,*,skewing,ZN-S3-PP----
34574,*,skimming,ZN-S3-PP----
34580,*,skimping,ZN-S3-PP----
34597,*,skipping,ZN-S3-PP----
34621,*,skulking,ZN-S3-PP----
34636,*,skyrocketing,ZN-S3-PP----
34645,*,slacking,ZN-S3-PP----
34650,*,slackening,ZN-S3-PP----
34656,*,slaked,ZA----PA----
34666,*,slandering,ZN-S3-PP----
34675,*,slanting,ZN-S3-PP----
34727,*,sleepwalking,ZN-S3-PP----
34761,*,slighting,ZN-S3-PP----
34769,*,slimming,ZN-S3-PP----
34782,*,slinking,ZA----PP----
34805,*,slithering,ZN-S3-PP----
34811,*,slobbering,ZN-S3-PP----
34836,*,sloughing,ZN-S3-PP----
34849,*,slowing,ZN-S3-PP----
34875,*,slurping,ZN-S3-PP----
34888,*,smacking,ZN-S3-PP----
34908,*,smarting,ZN-S3-PP----
34912,*,smartening,ZN-S3-PP----
34930,*,smelting,ZN-S3-PP----
34942,*,smirking,ZN-S3-PP----
34964,*,smoldering,ZN-S3-PP----
34975,*,smoothing,ZN-S3-PP----
34981,*,smothering,ZN-S3-PP----
34985,*,smouldering,ZN-S3-PP----
35009,*,snaffled,ZA----PA----
35034,*,snared,ZA----PA----
35040,*,snarling,ZN-S3-PP----
35054,*,sneaking,ZN-S3-PP----
35060,*,sneering,ZN-S3-PP----
35067,*,snickering,ZN-S3-PP----
35072,*,sniffing,ZN-S3-PP----
35083,*,snipping,ZN-S3-PP----
35094,*,snitched,ZA----PA----
35101,*,snivelling,ZN-S3-PP----
35110,*,snogging,ZN-S3-PP----
35117,*,snooping,ZN-S3-PP----
35137,*,snorkelling,ZN-S3-PP----
35142,*,snorting,ZN-S3-PP----
35169,*,snuffing,ZN-S3-PP----
35176,*,snuffled,ZA----PA----
35185,*,soaking,ZN-S3-PP----
35201,*,soaring,ZN-S3-PP----
35212,*,sobering,ZN-S3-PP----
35225,*,socialized,ZA----PA----
35247,*,softening,ZN-S3-PP----
35293,*,solemnized,ZA----PA----
35299,*,soliciting,ZN-S3-PP----
35309,*,solidified,ZA----PA----
35412,*,souring,ZN-S3-PP----
35463,*,spangling,ZA----PP----
35469,*,spanking,ZN-S3-PP----
35499,*,spattering,ZN-S3-PP----
35505,*,spawning,ZN-S3-PP----
35510,*,spaying,ZN-S3-PP----
35513,*,speaking,ZN-S3-PP----
35530,*,specialised,ZA----PA----
35539,*,specialized,ZA----PA----
35598,*,spending,ZA----PP----
35607,*,spewing,ZN-S3-PP----
35695,*,splaying,ZN-S3-PP----
35703,*,spliced,ZA----PA----
35723,*,spluttering,ZN-S3-PP----
35729,*,spoiling,ZN-S3-PP----
35793,*,spouting,ZN-S3-PP----
35806,*,sprawling,ZN-S3-PP----
35870,*,spurning,ZN-S3-PP----
35880,*,sputtering,ZN-S3-PP----
35896,*,squandering,ZN-S3-PP----
35915,*,squawking,ZN-S3-PP----
35919,*,squeaking,ZN-S3-PP----
35927,*,squealing,ZN-S3-PP----
35943,*,squinting,ZN-S3-PP----
35948,*,squirming,ZN-S3-PP----
35954,*,squirting,ZN-S3-PP----
35963,*,stabilised,ZA----PA----
35971,*,stabilized,ZA----PA----
36003,*,staggering,ZN-S3-PP----
36028,*,stalking,ZN-S3-PP----
36059,*,standardised,ZA----PA----
36065,*,standardized,ZA----PA----
36094,*,starching,ZA----PP----
36113,*,startled,ZA----PA----
36121,*,starved,ZA----PA----
36176,*,stealing,ZA----PP----
36208,*,steeping,ZN-S3-PP----
36213,*,steepening,ZN-S3-PP----
36219,*,steering,ZN-S3-PP----
36258,*,sterilised,ZA----PA----
36265,*,sterilized,ZA----PA----
36288,*,sticking,ZA----PP----
36307,*,stiffening,ZN-S3-PP----
36314,*,stifled,ZA----PA----
36321,*,stigmatised,ZA----PA----
36347,*,stimulated,ZA----PA----
36428,*,stomping,ZN-S3-PP----
36437,*,stonewalling,ZN-S3-PP----
36453,*,stooping,ZN-S3-PP----
36499,*,stowing,ZN-S3-PP----
36524,*,straightening,ZN-S3-PP----
36540,*,strangled,ZA----PA----
36547,*,strangulated,ZA----PA----
36553,*,strapping,ZN-S3-PP----
36560,*,strategized,ZA----PA----
36567,*,stratified,ZA----PA----
36577,*,straying,ZN-S3-PP----
36592,*,streamlined,ZA----PA----
36600,*,strengthening,ZN-S3-PP----
36629,*,striding,ZA----PP----
36640,*,stringing,ZA----PP----
36660,*,striving,ZA----PP----
36689,*,struggling,ZA----PP----
36695,*,strumming,ZN-S3-PP----
36733,*,stunning,ZN-S3-PP----
36741,*,stupefied,ZA----PA----
36769,*,stylized,ZA----PA----
36819,*,subcontracting,ZN-S3-PP----
36834,*,subdivided,ZA----PA----
36904,*,sublimated,ZA----PA----
36916,*,submerged,ZA----PA----
36941,*,subordinating,ZA----PP----
36946,*,suborning,ZN-S3-PP----
36977,*,subrogated,ZA----PA----
36990,*,subscribed,ZA----PA----
37016,*,subsidised,ZA----PA----
37025,*,subsisting,ZN-S3-PP----
37065,*,subsumed,ZA----PA----
37095,*,subtracting,ZN-S3-PP----
37115,*,subverting,ZN-S3-PP----
37124,*,succeeding,ZN-S3-PP----
37136,*,succumbing,ZN-S3-PP----
37140,*,sucking,ZN-S3-PP----
37144,*,suckled,ZA----PA----
37152,*,sued,ZA----PA----
37157,*,suffering,ZN-S3-PP----
37185,*,sugar-coating,ZN-S3-PP----
37193,*,suggesting,ZN-S3DPP----
37209,*,sulking,ZN-S3-PP----
37250,*,summonsed,ZA----PA----
37260,*,sunbathed,ZA----PA----
37276,*,sundering,ZN-S3-PP----
37346,*,superimposed,ZA----PA----
37397,*,supplanting,ZN-S3-PP----
37414,*,supposed,ZA----PA----
37421,*,suppressed,ZA----PA----
37463,*,surmounting,ZN-S3-PP----
37469,*,surpassed,ZA----PA----
37489,*,surrounding,ZN-S3-PP----
37511,*,suspending,ZN-S3-PP----
37518,*,sussed,ZA----PA----
37524,*,sustaining,ZN-S3-PP----
37533,*,swaddled,ZA----PA----
37545,*,swallowing,ZN-S3-PP----
37550,*,swamping,ZN-S3-PP----
37583,*,swathed,ZA----PA----
37601,*,sweating,ZN-S3-PP----
37623,*,sweetening,ZN-S3-PP----
37635,*,sweltering,ZN-S3-PP----
37649,*,swilling,ZN-S3-PP----
37654,*,swimming,ZN-S3-PP----
37691,*,swivelling,ZN-S3-PP----
37699,*,swooning,ZN-S3-PP----
37706,*,swopping,ZN-S3-PP----
37724,*,symbolised,ZA----PA----
37729,*,symbolized,ZA----PA----
37735,*,sympathised,ZA----PA----
37741,*,sympathized,ZA----PA----
37758,*,synchronised,ZA----PA----
37764,*,synchronized,ZA----PA----
37789,*,synthesised,ZA----PA----
37812,*,systematised,ZA----PA----
37848,*,tackled,ZA----PA----
37877,*,taken,ZA----PA----
37883,*,taking,ZN-S3-PP----
37927,*,tamping,ZN-S3-PP----
37931,*,tampering,ZN-S3-PP----
37962,*,tantalised,ZA----PA----
37983,*,tapering,ZN-S3-PP----
38048,*,taunting,ZN-S3-PP----
38058,*,tautening,ZN-S3-PP----
38082,*,taught,ZN-S3-PA----
38101,*,tearing,ZA----PP----
38115,*,teased,ZA----PA----
38140,*,teeming,ZN-S3-PP----
38152,*,teetering,ZN-S3-PP----
38177,*,teleporting,ZN-S3-PP----
38195,*,telling,ZN-S3-PP----
38206,*,temping,ZA----PP----
38225,*,tempting,ZN-S3-PP----
38237,*,tending,ZN-S3-PP----
38284,*,terminated,ZA----PA----
38306,*,terrified,ZA----PA----
38313,*,terrorised,ZA----PA----
38318,*,terrorized,ZA----PA----
38338,*,testified,ZA----PA----
38355,*,tethering,ZN-S3-PP----
38424,*,thickening,ZN-S3-PP----
38442,*,thinning,ZN-S3-PP----
38492,*,thrashed,ZA----PA----
38503,*,threatening,ZN-S3-PP----
38548,*,throttling,ZA----PP----
38567,*,thudding,ZN-S3-PP----
38589,*,thwarting,ZN-S3-PP----
38607,*,tickled,ZA----PA----
38646,*,tightening,ZN-S3-PP----
38714,*,tinkering,ZN-S3-PP----
38758,*,titillated,ZA----PA----
38769,*,tittering,ZN-S3-PP----
38788,*,toddled,ZA----PA----
38807,*,toggled,ZA----PA----
38813,*,toiling,ZN-S3-PP----
38824,*,tolerated,ZA----PA----
38850,*,toning,ZA----PP----
38872,*,tooting,ZN-S3-PP----
38897,*,toppled,ZA----PA----
38934,*,tossed,ZA----PA----
38958,*,tottering,ZN-S3-PP----
38981,*,toughening,ZN-S3-PP----
38993,*,tousled,ZA----PA----
38998,*,touting,ZN-S3-PP----
39002,*,towing,ZN-S3-PP----
39077,*,traipsed,ZA----PA----
39092,*,trampled,ZA----PA----
39096,*,trampling,ZN-S3-PP----
39105,*,tranquillised,ZA----PA----
39111,*,tranquillized,ZA----PA----
39118,*,transacting,ZN-S3-PP----
39126,*,transcending,ZN-S3-PP----
39143,*,transecting,ZN-S3-PP----
39166,*,transforming,ZN-S3-PP----
39172,*,transfused,ZA----PA----
39202,*,transliterated,ZA----PA----
39207,*,translocated,ZA----PA----
39229,*,transpired,ZA----PA----
39246,*,transposed,ZA----PA----
39275,*,traumatised,ZA----PA----
39292,*,traversed,ZA----PA----
39300,*,trawling,ZN-S3-PP----
39308,*,treading,ZA----PP----
39318,*,treasuring,ZA----PP----
39330,*,trebled,ZA----PA----
39333,*,trebling,ZN-S3-PP----
39345,*,trellised,ZA----PA----
39367,*,trespassing,ZA----PP----
39381,*,triangulated,ZA----PA----
39434,*,trimming,ZN-S3-PP----
39453,*,tripling,ZA----PP----
39468,*,trivialised,ZA----PA----
39473,*,trivialized,ZA----PA----
39510,*,trounced,ZA----PA----
39529,*,trudged,ZA----PA----
39540,*,trumping,ZN-S3-PP----
39548,*,truncated,ZA----PA----
39603,*,tucking,ZN-S3-PP----
39708,*,tweaking,ZN-S3-PP----
39731,*,twiddled,ZA----PA----
39746,*,twinkled,ZA----PA----
39761,*,twitched,ZA----PA----
39783,*,typecasting,ZN-S3-PP----
39821,*,ulcerated,ZA----PA----
39836,*,ululated,ZA----PA----
39878,*,unchaining,ZN-S3-PP----
39907,*,uncovering,ZN-S3-PP----
39947,*,underestimated,ZA----PA----
39995,*,undermined,ZA----PA----
40014,*,under-performing,ZN-S3-PP----
40042,*,under-representing,ZN-S3-PP----
40046,*,underscored,ZA----PA----
40061,*,understanding,ZN-S3-PP----
40066,*,understated,ZA----PA----
40079,*,undertaking,ZN-S3-PP----
40099,*,underwhelming,ZN-S3-PP----
40132,*,unearthing,ZN-S3-PP----
40167,*,unfolding,ZN-S3-PP----
40179,*,unfurling,ZN-S3-PP----
40206,*,unified,ZA----PA----
40223,*,united,ZA----PA----
40255,*,unloading,ZN-S3-PP----
40259,*,unlocking,ZN-S3-PP----
40277,*,unnerved,ZA----PA----
40283,*,unpacking,ZN-S3-PP----
40300,*,unravelling,ZN-S3-PP----
40312,*,unrolling,ZN-S3-PP----
40362,*,unveiling,ZN-S3-PP----
40367,*,unwinding,ZN-S3-PP----
40382,*,upbraiding,ZN-S3-PP----
40395,*,upgrading,ZA----PP----
40400,*,upholding,ZN-S3-PP----
40405,*,upholstering,ZN-S3-PP----
40422,*,uprooting,ZN-S3-PP----
40440,*,urbanised,ZA----PA----
40446,*,urbanized,ZA----PA----
40458,*,urging,ZA----PP----
40464,*,urinated,ZA----PA----
40478,*,using,ZA----PP----
40486,*,usurping,ZN-S3-PP----
40495,*,utilised,ZA----PA----
40501,*,utilized,ZA----PA----
40508,*,uttering,ZN-S3-PP----
40515,*,vacated,ZA----PA----
40523,*,vaccinated,ZA----PA----
40565,*,valuing,ZA----PP----
40576,*,vandalised,ZA----PA----
40585,*,vanished,ZA----PA----
40591,*,vanquishing,ZN-S3-PP----
40615,*,varied,ZA----PA----
40639,*,vaunting,ZN-S3-PP----
40650,*,vegetated,ZA----PA----
40668,*,vending,ZN-S3-PP----
40680,*,venting,ZN-S3-PP----
40707,*,verified,ZA----PA----
40747,*,vetoing,ZA----PP----
40773,*,victimised,ZA----PA----
40779,*,victimized,ZA----PA----
40797,*,videotaping,ZA----PP----
40803,*,vied,ZA----PA----
40821,*,vilified,ZA----PA----
40831,*,vindicated,ZA----PA----
40844,*,violated,ZA----PA----
40888,*,visualised,ZA----PA----
40893,*,visualized,ZA----PA----
40914,*,vocalised,ZA----PA----
40920,*,vocalized,ZA----PA----
40930,*,voicing,ZA----PP----
40935,*,voiding,ZN-S3-PP----
40966,*,voting,ZA----PP----
40993,*,waddled,ZA----PA----
41008,*,wafting,ZN-S3-PP----
41022,*,waggled,ZA----PA----
41046,*,waiving,ZA----PP----
41052,*,waking,ZA----PP----
41062,*,wakening,ZN-S3-PP----
41089,*,walloping,ZN-S3-PP----
41108,*,wandering,ZN-S3-PP----
41121,*,wanking,ZN-S3-PP----
41126,*,wanting,ZN-S3-PP----
41133,*,warbled,ZA----PA----
41162,*,warning,ZN-S3-PP----
41238,*,waterproofing,ZN-S3-PP----
41260,*,wavering,ZN-S3-PP----
41276,*,waylaying,ZN-S3-PP----
41287,*,weakening,ZN-S3-PP----
41300,*,weaning,ZN-S3-PP----
41304,*,wearing,ZA----PP----
41322,*,weaving,ZN-S3-PP----
41336,*,wedding,ZN-S3-PP----
41342,*,wedging,ZA----PP----
41368,*,weeping,ZN-S3-PP----
41375,*,weighing,ZN-S3-PP----
41392,*,welched,ZA----PA----
41400,*,welding,ZN-S3-PP----
41428,*,wending,ZN-S3-PP----
41434,*,westernised,ZA----PA----
41462,*,wheedled,ZA----PA----
41501,*,whingeing,ZN-S3-PP----
41524,*,whisking,ZN-S3-PP----
41547,*,whitening,ZN-S3-PP----
41556,*,whittled,ZA----PA----
41573,*,whizzing,ZA----PP----
41583,*,wholesaling,ZA----PP----
41588,*,whooping,ZN-S3-PP----
41608,*,widening,ZN-S3-PP----
41616,*,wielding,ZN-S3-PP----
41650,*,wilting,ZN-S3-PP----
41703,*,winking,ZN-S3-PP----
41714,*,winnowing,ZN-S3-PP----
41767,*,withering,ZN-S3-PP----
41772,*,withholding,ZN-S3-PP----
41775,*,withstanding,ZN-S3-PP----
41781,*,witnessing,ZA----PP----
41786,*,wittering,ZN-S3-PP----
41805,*,wolfing,ZN-S3-PP----
41816,*,womanised,ZA----PA----
41917,*,worsening,ZN-S3-PP----
41940,*,wowing,ZN-S3-PP----
41946,*,wracking,ZN-S3-PP----
41960,*,wreaking,ZN-S3-PP----
41965,*,wreathed,ZA----PA----
41979,*,wresting,ZN-S3-PP----
41988,*,wriggled,ZA----PA----
41993,*,wringing,ZA----PP----
42001,*,wrinkling,ZA----PP----
42048,*,yammering,ZN-S3-PP----
42053,*,yanking,ZN-S3-PP----
42060,*,yapping,ZN-S3-PP----
42078,*,yearning,ZN-S3-PP----
42085,*,yelling,ZN-S3-PP----
42095,*,yelping,ZN-S3-PP----
42115,*,yodelling,ZN-S3-PP----
42153,*,zapping,ZN-S3-PP----
42163,*,zeroed,ZA----PA----
42171,*,zigzagging,ZN-S3-PP----
42187,*,zoning,ZA----PP----
42194,*,zooming,ZN-S3-PP----
